Id,MSSubClass,LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Grvl,Street_Pave,Alley_Grvl,Alley_None,Alley_Pave,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,CentralAir_N,CentralAir_Y,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
184,50,63.0,11426,3,0,7,5,2003,2003,0.0,3,4,2,4,3,6,0,6,0,1362,1362,0,4,1362,720,0,2082,0,0,2,1,3,1,2,6,4,0,3,2003.0,3,2,484,5,5,0,280,238,0,0,0,0,3,4,0,6,2008,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
185,50,92.0,7438,0,0,5,8,1908,1991,0.0,3,4,1,4,3,6,0,6,0,504,504,2,4,936,316,0,1252,0,0,1,0,3,1,3,5,6,0,3,1986.0,3,2,576,5,5,2,104,0,0,0,0,0,3,2,0,6,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
186,75,90.0,22950,1,0,10,9,1892,1993,0.0,2,2,4,4,2,6,0,6,0,1107,1107,0,4,1518,1518,572,3608,0,0,2,1,4,1,0,12,6,2,5,1993.0,3,3,840,0,5,2,0,260,0,0,410,0,3,0,0,6,2006,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
187,80,69.69340016708438,9947,0,0,7,5,1990,1991,0.0,3,4,2,4,0,2,611,6,0,577,1188,0,4,1217,0,0,1217,1,0,2,0,3,1,2,6,6,0,3,1990.0,3,2,497,5,5,2,168,27,0,0,0,0,3,0,0,6,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
188,50,60.0,10410,3,0,5,7,1916,1987,0.0,3,4,1,4,3,6,0,6,0,660,660,0,4,808,704,144,1656,0,0,2,1,3,1,3,8,3,0,3,1916.0,3,1,180,1,1,0,0,0,0,140,0,0,3,2,0,8,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
189,90,64.0,7018,3,0,5,5,1979,1979,275.0,3,4,2,4,0,2,1086,6,0,0,1086,4,4,1224,0,0,1224,2,0,0,2,2,2,3,6,6,2,5,1979.0,3,2,528,5,5,2,120,0,0,0,0,0,3,4,0,6,2009,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
190,120,41.0,4923,3,0,8,5,2001,2002,0.0,2,4,0,4,0,2,1153,6,0,440,1593,0,4,1593,0,0,1593,1,0,1,1,0,1,0,5,6,1,2,2001.0,0,2,682,5,5,2,0,120,0,0,224,0,3,4,0,8,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
191,70,70.0,10570,3,1,8,8,1932,1994,0.0,2,4,2,1,3,5,297,6,0,556,853,4,4,1549,1178,0,2727,0,0,2,1,3,1,2,10,0,2,5,1932.0,3,2,440,5,5,2,0,74,0,0,0,0,3,4,0,12,2007,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
192,60,69.69340016708438,7472,0,0,7,9,1972,2004,138.0,3,4,4,4,3,0,626,6,0,99,725,2,4,725,754,0,1479,1,0,1,1,4,1,2,7,6,0,3,1972.0,0,2,484,5,5,2,0,32,0,0,0,0,3,4,0,6,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
193,20,68.0,9017,0,0,7,5,1999,1999,0.0,2,4,2,4,0,2,560,6,0,871,1431,0,4,1431,0,0,1431,1,0,2,0,3,1,2,6,6,0,3,1999.0,0,2,666,5,5,2,0,35,0,0,0,0,3,4,0,9,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
194,160,24.0,2522,3,0,7,5,2004,2004,50.0,2,4,2,4,3,6,0,6,0,970,970,0,4,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,3,2004.0,3,2,380,5,5,2,0,40,0,0,0,0,3,4,0,5,2006,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
195,20,60.0,7180,0,0,5,7,1972,1972,0.0,3,4,4,4,0,0,390,6,0,474,864,4,4,864,0,0,864,0,0,1,0,3,1,3,5,6,0,3,1989.0,3,1,352,5,5,2,0,0,0,0,0,0,3,4,0,5,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
196,160,24.0,2280,3,0,6,6,1976,1976,0.0,3,4,2,4,3,0,566,6,0,289,855,4,4,855,601,0,1456,0,0,2,1,3,1,3,7,6,1,5,1976.0,3,2,440,5,5,2,87,0,0,0,0,0,3,4,0,7,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
197,20,79.0,9416,3,0,7,5,2007,2007,205.0,0,4,0,4,3,2,1126,6,0,600,1726,0,4,1726,0,0,1726,1,0,2,0,3,1,0,8,6,1,2,2007.0,0,3,786,5,5,2,171,138,0,0,266,0,3,4,0,9,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
198,75,174.0,25419,3,0,8,4,1918,1990,0.0,2,2,4,4,3,2,1036,3,184,140,1360,2,4,1360,1360,392,3112,1,1,2,0,4,1,2,8,6,1,0,1918.0,3,2,795,5,5,2,0,16,552,0,0,512,0,0,0,3,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
199,75,92.0,5520,3,0,6,6,1912,1950,0.0,3,4,4,4,3,6,0,6,0,755,755,0,4,929,929,371,2229,0,0,1,0,5,1,3,8,6,0,3,0.0,1,0,0,3,3,2,0,198,30,0,0,0,3,2,0,7,2009,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
200,20,76.0,9591,3,0,8,5,2004,2005,262.0,2,4,0,4,0,2,1088,6,0,625,1713,0,4,1713,0,0,1713,1,0,2,0,3,1,0,7,6,1,2,2004.0,0,3,856,5,5,2,0,26,0,0,170,0,3,4,0,1,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
201,20,80.0,8546,3,0,4,5,2003,2004,0.0,3,4,2,4,3,6,0,6,0,1121,1121,0,4,1121,0,0,1121,0,0,2,0,2,1,3,5,6,0,3,2003.0,2,2,440,5,5,2,132,64,0,0,0,0,3,4,0,3,2010,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
202,20,75.0,10125,3,0,6,6,1977,1977,0.0,3,4,4,4,3,0,641,3,279,276,1196,4,4,1279,0,0,1279,0,1,2,0,3,1,3,6,6,2,1,1980.0,3,2,473,5,5,2,238,83,0,0,0,0,3,2,0,2,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
203,50,50.0,7000,3,0,6,6,1924,1950,0.0,3,2,1,4,3,3,617,6,0,0,617,2,4,865,445,0,1310,0,0,2,0,2,1,3,6,2,0,3,1924.0,3,1,398,5,5,2,0,0,126,0,0,0,3,4,0,5,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,120,69.69340016708438,4438,3,0,6,5,2004,2004,205.0,2,4,2,4,0,2,662,6,0,186,848,0,4,848,0,0,848,1,0,1,0,1,1,2,3,6,1,2,2004.0,2,2,420,5,5,2,149,0,0,0,0,0,3,4,0,1,2008,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
205,50,50.0,3500,3,0,5,7,1947,1950,0.0,3,4,4,4,3,3,312,6,0,408,720,4,4,720,564,0,1284,0,0,1,1,2,1,3,5,6,0,3,1948.0,3,1,240,5,5,2,0,35,0,0,0,0,3,3,0,4,2009,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
206,20,99.0,11851,3,0,7,5,1990,1990,0.0,3,4,2,4,3,6,0,6,0,1424,1424,0,4,1442,0,0,1442,0,0,2,0,3,1,3,5,6,0,3,1990.0,2,2,500,5,5,2,0,34,0,508,0,0,3,4,0,5,2009,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
207,20,40.0,13673,0,0,5,5,1962,1962,0.0,3,2,4,4,3,6,0,6,0,1140,1140,4,4,1696,0,0,1696,0,0,1,1,3,1,3,8,3,1,5,1962.0,2,1,349,5,5,2,0,30,0,0,0,0,3,4,0,3,2007,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
208,20,69.69340016708438,12493,0,0,4,5,1960,1960,0.0,3,4,4,4,3,0,419,5,306,375,1100,4,4,1100,0,0,1100,1,0,1,0,3,1,3,6,6,1,4,1960.0,2,1,312,5,5,2,355,0,0,0,0,0,3,1,0,4,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
209,60,69.69340016708438,14364,0,1,7,5,1988,1989,128.0,2,4,2,4,1,2,1065,6,0,92,1157,0,4,1180,882,0,2062,1,0,2,1,3,1,3,7,6,1,2,1988.0,0,2,454,5,5,2,60,55,0,0,154,0,3,4,0,4,2007,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
210,20,75.0,8250,3,0,6,7,1964,1964,260.0,3,4,2,4,3,5,787,6,0,305,1092,0,4,1092,0,0,1092,1,0,1,0,3,1,3,6,6,0,3,1964.0,2,2,504,5,2,2,0,0,0,0,0,0,3,2,0,7,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
211,30,67.0,5604,3,0,5,6,1925,1950,0.0,3,4,4,4,3,5,468,6,0,396,864,4,0,864,0,0,864,1,0,1,0,2,1,3,5,6,0,3,0.0,1,0,0,3,3,2,0,0,96,0,0,0,3,4,0,4,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
212,20,83.0,10420,3,0,6,5,2009,2009,0.0,3,4,2,4,2,2,36,6,0,1176,1212,0,4,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,3,2009.0,2,2,460,5,5,2,100,22,0,0,0,0,3,4,0,3,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
213,60,72.0,8640,3,0,7,5,2009,2009,0.0,3,4,2,4,3,2,822,6,0,78,900,0,4,932,920,0,1852,1,0,2,1,3,1,2,7,6,1,5,2009.0,2,2,644,5,5,2,168,108,0,0,0,0,3,4,0,7,2009,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
214,20,43.0,13568,1,0,5,5,1995,1995,0.0,3,4,2,4,3,0,716,6,0,274,990,0,4,990,0,0,990,0,1,1,0,3,1,3,5,6,0,3,1996.0,3,2,576,5,5,2,224,0,0,0,0,0,3,4,0,7,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
215,60,69.69340016708438,10900,0,0,6,7,1977,1977,153.0,3,4,2,4,3,2,378,6,0,311,689,0,4,689,703,0,1392,0,0,1,1,3,1,3,6,6,0,3,1977.0,0,1,299,5,5,2,0,36,0,0,0,0,3,2,450,3,2010,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
216,20,72.0,10011,0,0,5,6,1957,1996,64.0,3,4,4,4,3,1,360,6,0,710,1070,4,4,1236,0,0,1236,0,1,1,0,2,1,2,6,2,1,1,1957.0,3,1,447,5,5,2,0,0,0,0,0,0,3,2,0,5,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
217,20,65.0,8450,3,0,7,5,2004,2004,266.0,2,4,2,4,2,2,946,6,0,490,1436,0,4,1436,0,0,1436,1,0,2,0,3,1,2,8,6,0,3,2004.0,3,2,484,5,5,2,139,98,0,0,0,0,3,4,0,4,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
218,70,57.0,9906,3,0,4,4,1925,1950,0.0,3,4,4,4,3,6,0,6,0,686,686,1,4,810,518,0,1328,0,0,1,0,3,1,3,8,6,0,3,1940.0,3,1,210,5,5,2,0,172,60,0,0,0,3,4,0,9,2006,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
219,50,69.69340016708438,15660,0,0,7,9,1939,2006,312.0,2,2,4,4,3,1,341,6,0,457,798,0,4,1137,817,0,1954,0,1,1,1,3,1,2,8,6,2,5,1939.0,3,2,431,5,5,2,0,119,150,0,0,0,3,4,0,5,2008,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
220,120,43.0,3010,3,0,7,5,2005,2006,16.0,2,4,2,4,0,2,16,6,0,1232,1248,0,4,1248,0,0,1248,0,0,2,0,2,1,2,5,6,0,3,2005.0,0,2,438,5,5,2,108,0,0,0,0,0,3,4,0,3,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
221,20,73.0,8990,0,0,7,5,2006,2006,0.0,2,4,2,4,2,6,0,6,0,1498,1498,0,4,1498,0,0,1498,0,0,2,0,2,1,2,5,6,0,3,2006.0,2,2,675,5,5,2,351,33,0,0,0,0,3,4,0,4,2006,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
